image_name,group,n_conservees_sans_filtrage,n_valides_conservees_sans_filtrage,n_conservees_seuil_conf_min,n_valides_conservees_seuil_conf_min,n_conservees_rf_related,n_valides_conservees_rf_related
Melitta_budashkini_F_001,hymenoptera,26,18,17,14,17,13
Melitta_budashkini_M_001,hymenoptera,26,22,21,21,19,17
Melitta_budensis_F_001,hymenoptera,26,18,15,14,12,11
Melitta_budensis_M_001,hymenoptera,26,17,16,12,16,13
Melitta_dimidiata_F_001,hymenoptera,26,11,9,9,7,7
Melitta_dimidiata_M_001,hymenoptera,26,11,12,8,10,10
Melitta_haemorrhoidalis_F_001,hymenoptera,26,21,23,19,21,18
Melitta_haemorrhoidalis_M_001,hymenoptera,26,16,23,15,22,15
Melitta_hispanica_F_001,hymenoptera,26,13,13,11,11,9
Melitta_hispanica_M_001,hymenoptera,26,14,15,13,8,8
Melitta_iberica_F_001,hymenoptera,26,20,24,18,21,15
Melitta_iberica_M_001,hymenoptera,26,18,21,15,22,15
Melitta_kastiliensis_F_001,hymenoptera,26,14,17,8,20,13
Melitta_kastiliensis_M_001,hymenoptera,26,14,6,6,9,9
